title,undertitle,price,address,date,key_value,propertydetail
Star City Condo Rooms For Sales Good Room,"3 bedroom, 2 bathroom Condo for sale in Thanlyin, Yangon","For Sale                                    
                        4,900 Lakhs","Thanlyin, Yangon",Posted Date : 17 Jan 2026,"[('Type', 'Condo'), ('Area', '1200 ft<sup>2</sup>'), ('Bed Room', '3'), ('Bath Room', '2'), ('Ownership', ''), ('Furnishing Type', 'Fully Furnished')]",Property Name : Star City ဘဏ်ချိတ်ရအခန်းကောင်းအ‌ရောင်းများ3Bed 2Bed 1Bed
"Yankin Spa Condo For Sale Near Myanmar Plaza, InyaLake","3 bedroom, 3 bathroom Condo for sale in Yankin, Yangon","For Sale                                    
                        Ask for Price","Yankin, Yangon",Posted Date : 17 Jan 2026,"[('Type', 'Condo'), ('Area', '1771 acre'), ('Bed Room', '3'), ('Bath Room', '3'), ('Ownership', ''), ('Furnishing Type', 'Fully Furnished')]",Property Name : မြန်မာပလာဇာအနီး Yankin Spa Condo အခန်းကောင်းအရောင်း
Condo For Sale in Dagon Myothit (North),"2 bedroom, 2 bathroom Condo for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        3,600 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 17 Jan 2026,"[('Type', 'Condo'), ('Floor', '5th Floor (below ?)'), ('Area', '1200 ft<sup>2</sup>'), ('Bed Room', '2'), ('Bath Room', '2'), ('Ownership', ''), ('Furnishing Type', 'Fully Furnished')]",Property Name : မြောက်ဒဂုံ-လမ်းကျယ်-ထောင့်ကွက်ပေါ်တွင်‌ဆောက်လုပ်ထားသော ကားပါကင်ပါ မီနီကွန်ဒို‌အရောင်း
Emerald Bay Condo For Sale Very Cheap Price,"2 bedroom, 2 bathroom Condo for sale in Thaketa, Yangon","For Sale                                    
                        5,700 Lakhs","Thaketa, Yangon",Posted Date : 17 Jan 2026,"[('Type', 'Condo'), ('Area', '1037 ft<sup>2</sup>'), ('Bed Room', '2'), ('Bath Room', '2'), (' Phone ', 'Yes'), ('Ownership', 'Contract'), ('Furnishing Type', 'Partially Furnished')]",Property Name : Emerald BayCondo ဈေးတန် အခန်းကောင်းအရောင်း
Malikha Condo For Sale (2Bed Room)Good Room,"2 bedroom, 2 bathroom Condo for sale in Thingangkuun, Yangon","For Sale                                    
                        6,300 Lakhs","Thingangkuun, Yangon",Posted Date : 17 Jan 2026,"[('Type', 'Condo'), ('Area', '900 ft<sup>2</sup>'), ('Bed Room', '2'), ('Bath Room', '2'), ('Ownership', ''), ('Furnishing Type', 'Fully Furnished')]",Property Name : မလီခကွန်ဒို (2Bed Room) အခန်းကောင်းအရောင်း 
Land For Sale in Thanlyin," Land for sale in Thanlyin, Yangon","For Sale                                    
                        1,990 Lakhs","Thanlyin, Yangon",Posted Date : 16 Jan 2026,"[('Type', 'Land'), ('Area', ""40' x 60'""), (' Phone ', 'Yes'), ('Ownership', 'Contract')]",Property Name : ရောင်းရန် - ခြံ‌၊ မြေကွက် - သန်လျင်ရှိ ၄၀' × ၆၀'၊ ပါမစ်မြေကွက်အား သိန်း 1990 ညှိနှိုင်းဖြင့်
Star City Condo Room For Sale Good Room Very Cheap Price (3Bed),"3 bedroom, 2 bathroom Condo for sale in Thanlyin, Yangon","For Sale                                    
                        5,200 Lakhs","Thanlyin, Yangon",Posted Date : 16 Jan 2026,"[('Type', 'Condo'), ('Area', '1280 ft<sup>2</sup>'), ('Bed Room', '3'), ('Bath Room', '2'), ('Ownership', ''), ('Furnishing Type', 'Fully Furnished')]",Property Name : Star CityBဇုံ ဈေးတန်(3Bed Room)အခန်းကောင်းအရောင်း ဘဏ်ချိတ်လက်ခံ
Land For Sale in Bahan," Land for sale in Bahan, Yangon","For Sale                                    
                        Ask for Price","Bahan, Yangon",Posted Date : 16 Jan 2026,"[('Type', 'Land'), ('Area', '1.25 acre'), ('Ownership', 'Inheritance')]",Property Name : ဗဟန်းမြို့နယ်၊ ဆရာစံရပ်ကွက်၊  (ပုလဲကွန်ဒိုအနီး)  ကမ္ဘာအေးဘုရားလမ်းမကြီးပေါ်  တစ်ဧကကျော် မြေကွက်ကျယ် အမြန်ရောင်းမည်
Condo For Sale in Okkalappa South,"2 bedroom, 2 bathroom Condo for sale in Okkalappa South, Yangon","For Sale                                    
                        7,900 Lakhs","Okkalappa South, Yangon",Posted Date : 14 Jan 2026,"[('Type', 'Condo'), ('Floor', 'Penthouse'), ('Area', '2400 ft<sup>2</sup>'), ('Bed Room', '2'), ('Bath Room', '2'), ('Availability Date', 'Ready To Use'), ('Ownership', 'Contract')]",Property Name : တောင်ဥက္ကလာမြို့နယ် ဝေဇယန္တာလမ်းမကြီးအနီး  VIP (6) ရပ်ကွက်ရှိ ပြင်ဆင်ပြီး အသင့်နေ  Penthouse အရောင်း
Land For Sale in Dagon Myothit (North)," Land for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        13,500 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 11 Jan 2026,"[('Type', 'Land'), ('Area', '3150 ft<sup>2</sup>'), ('Ownership', '')]",Property Name : မြောက်ဒဂုံ-မဟာဗန္ဓုလလမ်းမကျောကပ်-၂၉ရပ်ကွက်-ထောင့်ကွက် အရောင်း
House For Sale in Tamwe,"1 bathroom Privatehouse for sale in Tamwe, Yangon","For Sale                                    
                        170,000 Lakhs","Tamwe, Yangon",Posted Date : 07 Jan 2026,"[('Type', 'House'), ('Floor', '2RC'), ('Area', ""25' x 65'""), ('Bath Room', '1'), ('Ownership', '')]",Property Name : တာမွေမြို့နယ်_ကျောက်မြောင်းဈေးအနီး_၂ထပ်တိုက်_အမြန်ရောင်းမည်။
Condo For Sale in Mingalartaungnyunt,"2 bedroom, 2 bathroom Condo for sale in Mingalartaungnyunt, Yangon","For Sale                                    
                        8,500 Lakhs","Mingalartaungnyunt, Yangon",Posted Date : 06 Jan 2026,"[('Type', 'Condo'), ('Floor', '7th Floor'), ('Area', '1750 ft<sup>2</sup>'), ('Bed Room', '2'), ('Bath Room', '2'), ('Ownership', ''), ('Furnishing Type', 'Tiled Floor &amp; Walls for Kitchen, toilent, bathroom')]",Property Name : မင်္ဂလာတောင်ညွန့်မြို့နယ်_ဗိုလ်မင်းရောင်လမ်းမပေါ်_Stadium_View_Condo-အလွှာမြင့် ပေကျယ် အရောင်းခန်း
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,990 Lakhs","Okkalappa South, Yangon",Posted Date : 06 Jan 2026,"[('Type', 'Apartment'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : #တောင်ဥက္ကလာပမြို့နယ်  #9VIPရပ်ကွက် #ဇာနည်၁၀လမ်း #24နာရီမီးအသုံးပြုလို့ရမည့်_Power_Station_တပ်ဆင်ပြီး_အခန်းရောင်းမည် ✅
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,050 Lakhs","Okkalappa South, Yangon",Posted Date : 06 Jan 2026,"[('Type', 'Apartment'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : တောင်ဥက္ကလာ 12 ရပ်ကွက်  14/15 လမ်းဆုံအနီး Location အလွန်ကောင်း
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,790 Lakhs","Okkalappa South, Yangon",Posted Date : 06 Jan 2026,"[('Type', 'Apartment'), ('Area', ""12.50' x 50'""), ('Ownership', '')]",Property Name : #တောင်ဥက္ကလာပမြို့နယ်  ၁၀ရပ်ကွက်  မြေညီထပ်ခိုးပါအရောင်း
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,550 Lakhs","Okkalappa South, Yangon",Posted Date : 06 Jan 2026,"[('Type', 'Apartment'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : စျေးနီး ကျောင်းနီး ပထမထပ် တိုက်ခန်းအရောင်းလေးတင်ခွင့်ပြုပါရှင့်
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,750 Lakhs","Okkalappa South, Yangon",Posted Date : 06 Jan 2026,"[('Type', 'Apartment'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : ❗တောင်ဥက္ကလာမှာ ရပ်ကွက်ကောင်း၊ တိုက်သားကောင်း၊ လမ်းကျယ်ပြီး ကားရပ်လို့ရတဲ့ တိုက်ခန်းရှာနေတဲ့လူကြီးမင်းတို့အတွက်❗
Condo For Sale in Okkalappa South,"Luxury Condo for sale in Okkalappa South, Yangon","For Sale                                    
                        4,450 Lakhs","Okkalappa South, Yangon",Posted Date : 06 Jan 2026,"[('Type', 'Condo'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name :  တောင်ဥက္ကလာ (၁၂)ရပ်ကွက်၊ သုမင်္ဂလာလမ်းမကြီးကျောကပ် မိဂသီလမ်းမကြီးကဝင်ရင် ၂ လမ်းမြောက်။
Condo For Sale in Okkalappa South,"Luxury Condo for sale in Okkalappa South, Yangon","For Sale                                    
                        3,400 Lakhs","Okkalappa South, Yangon",Posted Date : 06 Jan 2026,"[('Type', 'Condo'), ('Area', ""17' x 54'""), ('Ownership', '')]",Property Name : ?တောင်ဥက္ကလာပမြို့နယ် တိုက်သစ်လူမနေရသေး Mini condoရောင်းမည်?
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,950 Lakhs","Okkalappa South, Yangon",Posted Date : 06 Jan 2026,"[('Type', 'Apartment'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : ?တောင်ဥက္ကလာပမြို့နယ် ၁၀ရပ်ကွက်  * #အဿက၂၁လမ်း *ပထမထပ်စစ်စစ်
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,500 Lakhs","Okkalappa South, Yangon",Posted Date : 03 Jan 2026,"[('Type', 'Apartment'), ('Area', ""18' x 54'""), ('Ownership', '')]","Property Name : ? တောင်ဥက္ကလာ VIP(၆) ရပ်ကွက်,အင်းဝ(၇) လမ်း"
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        1,850 Lakhs","Okkalappa South, Yangon",Posted Date : 03 Jan 2026,"[('Type', 'Apartment'), ('Area', ""14' x 54'""), ('Ownership', '')]",Property Name : #တောင်ဥက္ကလာမြို့နယ်တိုက်သစ်စက်စက်မြေရှင်ကိုယ်တိုင်းအရောင်းမို့အရူပ်အရှင်းမရှိ 
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        1,600 Lakhs","Okkalappa South, Yangon",Posted Date : 03 Jan 2026,"[('Type', 'Apartment'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : #တောင်ဥက္ကလာပမြို့နယ် (၁၃)ရပ်ကွက်သံသုမာလမ်းမကြီးအနီး ဈေးတန်တိုက်ခန်းအရောင်း
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        1,720 Lakhs","Okkalappa South, Yangon",Posted Date : 03 Jan 2026,"[('Type', 'Apartment'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : #တောင်ဥက္ကလာ၊(၁၀)ရပ်ကွက် သစ္စာလမ်းမကြီးကြောကပ် ဗလ္လိက (၁၃)လမ်း နေရာကောင်းလေးက ကိုယ်ကိုယ်တိုင်နေမယ့်အခန်းလေးလိုစိတ်ကြိုက်ပြင်ဆင်ထားတဲ့ (၆)လွှာအခန်းလေးကိုရောင်းပေးချင်ပါတယ်
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,350 Lakhs","Okkalappa South, Yangon",Posted Date : 03 Jan 2026,"[('Type', 'Apartment'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : #တောင်ဥက္ကလာပမြို့နယ် တိုက်ခန်းအရောင်း
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,350 Lakhs","Okkalappa South, Yangon",Posted Date : 03 Jan 2026,"[('Type', 'Apartment'), ('Area', ""19' x 55'""), ('Ownership', '')]",Property Name : #ဘဏ်ချိတ်ရတိုက်ခန်းအရောင်း
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,150 Lakhs","Okkalappa South, Yangon",Posted Date : 03 Jan 2026,"[('Type', 'Apartment'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : #တောင်ဥက္ကလာပမြို့နယ်  #ဗလိက္ကလမ်းမကျယ်ပေါ်  ၁၀ရက်ကွက် ဘဏ်ချိတ်ရ တိုက်ခန်းအရောင်း  
